(85, (4.403947830200195, 18047))
(86, (4.261892795562744, 18048))
(87, (4.15545129776001, 18048))
(88, (4.11924934387207, 18049))
(89, (4.119236469268799, 15170))
(90, (4.131844997406006, 15171))
(91, (4.1388654708862305, 15172))
(92, (4.149587631225586, 15173))
(93, (4.101805210113525, 15174))
(94, (4.085967540740967, 15175))
(95, (4.074127197265625, 15176))
(96, (4.116762638092041, 15177))
(97, (4.209954261779785, 15178))
(98, (4.319012641906738, 15179))
(99, (4.495300769805908, 15180))
(100, (4.45207405090332, 2376))
(101, (4.335114002227783, 2377))
(102, (4.313368797302246, 2378))
(103, (4.306369304656982, 2379))
(104, (4.3218889236450195, 2380))
(105, (4.311546802520752, 2381))
(106, (4.275997638702393, 2382))
(107, (4.276822566986084, 2383))
(108, (4.275451183319092, 2384))
(109, (4.29478120803833, 23859))
(110, (4.269218921661377, 23860))
(111, (4.241817951202393, 23861))
(112, (4.2145161628723145, 23862))
(113, (4.076427459716797, 6455))
(114, (3.9638047218322754, 6456))
(115, (3.895359992980957, 6457))
(116, (3.8752694129943848, 6458))
(117, (3.8045461177825928, 6459))
(118, (3.831528663635254, 6460))
(119, (3.8431270122528076, 6461))
(120, (3.7874057292938232, 6462))
(121, (3.805868148803711, 6463))
(122, (3.8409054279327393, 6464))
(123, (3.862142562866211, 6465))
(124, (3.8551900386810303, 6466))
(125, (3.950714349746704, 6467))
(126, (3.965846300125122, 7973))
(127, (3.9976892471313477, 7974))
(128, (3.9988162517547607, 7973))
(129, (4.039455413818359, 7974))
(130, (4.08360481262207, 7975))
(131, (4.080198287963867, 13515))
(132, (3.9543049335479736, 13516))
(133, (3.8699824810028076, 13517))
(134, (3.8964552879333496, 13518))
(135, (3.912475109100342, 13519))
(136, (3.9792046546936035, 13520))
(137, (4.022092342376709, 13521))
(138, (4.027198791503906, 13522))
(139, (4.021592617034912, 2416))
(140, (4.10141134262085, 2417))
(141, (4.220186710357666, 13524))
(142, (4.502658843994141, 7987))
(143, (4.665956020355225, 7988))
(144, (4.8368353843688965, 2423))
(145, (4.974142074584961, 2424))
(146, (5.173940658569336, 31862))
(147, (5.234201908111572, 31863))
(148, (5.209301948547363, 31864))
(149, (5.282919883728027, 32580))
(150, (5.445971488952637, 32581))
(151, (5.494866371154785, 32582))
(152, (5.63584566116333, 32583))
(153, (5.904552936553955, 32584))
(154, (6.013914585113525, 5996))
(155, (5.987197399139404, 5997))
(156, (6.11680269241333, 5998))
(157, (6.40428352355957, 5999))
(158, (6.7867817878723145, 6000))
(159, (7.238303184509277, 14837))
(160, (7.510280609130859, 14838))
(161, (7.810454845428467, 14840))
(162, (7.724085330963135, 21378))
(163, (7.659502029418945, 2235))
(164, (7.3567423820495605, 2235))
(165, (7.067858695983887, 2236))
(166, (6.8797078132629395, 2237))
(167, (6.58522367477417, 2238))
(168, (6.289877414703369, 19963))
(169, (6.150929927825928, 19964))
(170, (6.184043884277344, 17108))
(171, (6.016269207000732, 17109))
(172, (5.935458660125732, 17110))
(173, (5.907108306884766, 17111))
(174, (5.879420280456543, 17112))
(175, (5.887838840484619, 17113))
(176, (5.879798412322998, 17114))
(177, (5.749448776245117, 17115))
(178, (5.689213275909424, 17116))
(179, (5.575114727020264, 17117))
(180, (5.476108551025391, 17118))
(181, (5.447477340698242, 17119))
(182, (5.52371072769165, 17120))
(183, (5.552765846252441, 17121))
(184, (5.661872386932373, 17122))
(185, (5.793188095092773, 17123))
(186, (5.983997821807861, 17124))
(187, (6.112141132354736, 17125))
(188, (6.1556196212768555, 22780))
(189, (6.209433555603027, 22781))
(190, (6.386662006378174, 25977))
(191, (6.431826114654541, 25978))
(192, (6.5729475021362305, 25979))
(193, (6.585491180419922, 28249))
(194, (6.603596210479736, 17132))
(195, (6.613955497741699, 17133))
(196, (6.644848346710205, 17134))
(197, (6.644035816192627, 25984))
(198, (6.596383094787598, 28254))
(199, (6.442950248718262, 28727))
(200, (6.374863624572754, 28728))
(201, (6.284185409545898, 28258))
(202, (6.16408634185791, 28259))
(203, (6.114380836486816, 28260))
(204, (6.093454360961914, 28261))
(205, (5.999465465545654, 28262))
(206, (5.798177719116211, 20720))
(207, (5.5413007736206055, 20721))
(208, (5.290505409240723, 20721))
(209, (5.149900913238525, 20722))
(210, (5.023979663848877, 20723))
(211, (4.856501579284668, 20724))
(212, (4.727902889251709, 20725))
(213, (4.587778568267822, 20726))
(214, (4.51201868057251, 20727))
(215, (4.402231216430664, 20727))
(216, (4.339837074279785, 20728))
(217, (4.179292678833008, 23911))
(218, (4.092430591583252, 23912))
(219, (4.057088375091553, 23913))
(220, (4.007270812988281, 23913))
(221, (3.8967320919036865, 23915))
(222, (3.839285135269165, 23916))
(223, (3.8235836029052734, 23917))
(224, (3.8180487155914307, 23918))
(225, (3.8449132442474365, 23919))
(226, (3.8337526321411133, 23920))
(227, (3.8302855491638184, 23921))
(228, (3.821016788482666, 23922))
(229, (3.8695249557495117, 23923))
(230, (3.85665225982666, 23924))
(231, (3.88662052154541, 23925))
(232, (3.900869131088257, 23926))
(233, (3.9409453868865967, 23927))
(234, (3.940234661102295, 3531))
(235, (3.9617185592651367, 3532))
(236, (3.977409601211548, 23930))
(237, (3.975365161895752, 23931))
(238, (3.964212417602539, 8237))
(239, (3.926680088043213, 8238))
(240, (4.000507831573486, 8239))
(241, (4.1155924797058105, 23935))
(242, (4.193946361541748, 23936))
(243, (4.277049541473389, 3540))
(244, (4.364293575286865, 3541))
(245, (4.440328121185303, 3542))
(246, (4.494933128356934, 3543))
(247, (4.52346134185791, 3544))
(248, (4.577900409698486, 3545))
(249, (4.711138725280762, 3546))
(250, (4.8478240966796875, 3547))
(251, (5.014530658721924, 3548))
(252, (5.2670183181762695, 3549))
(253, (5.414702415466309, 3550))
(254, (5.614881992340088, 23948))
(255, (5.796008586883545, 23949))
(256, (5.679165363311768, 21898))
(257, (5.5399980545043945, 21899))
(258, (5.541329860687256, 21900))
(259, (5.546142101287842, 21901))
(260, (5.673211574554443, 21902))
(261, (5.731194972991943, 13594))
(262, (5.744856834411621, 13595))
(263, (5.762699604034424, 13596))
(264, (5.737016677856445, 13597))
(265, (5.827967643737793, 13598))
(266, (5.940764904022217, 13599))
(267, (5.98689079284668, 13598))
(268, (5.855494976043701, 10349))
(269, (5.769820213317871, 10350))
(270, (5.7518720626831055, 10351))
(271, (5.796268463134766, 10352))
(272, (5.887341499328613, 10353))
(273, (5.9566731452941895, 10354))
(274, (6.108503818511963, 10355))
(275, (6.236934185028076, 10356))
(276, (6.353031635284424, 10357))
(277, (6.336910724639893, 10358))
(278, (6.153360843658447, 10359))
(279, (5.9498796463012695, 10360))
(280, (5.826114177703857, 10361))
(281, (5.84466552734375, 10362))
(282, (5.969489574432373, 10363))
(283, (6.086339950561523, 10364))
(284, (6.211604595184326, 10365))
(285, (6.368065357208252, 10366))
(286, (6.418399810791016, 14062))
(287, (6.4742045402526855, 14063))
(288, (6.400691986083984, 14064))
(289, (6.491690635681152, 14065))
(290, (6.557474613189697, 14066))
(291, (6.582267761230469, 14067))
(292, (6.5845627784729, 11808))
(293, (6.540385723114014, 11809))
(294, (6.572796821594238, 11810))
(295, (6.5448431968688965, 14071))
(296, (6.467233180999756, 14072))
(297, (6.236173629760742, 18976))
(298, (6.073156833648682, 18977))
(299, (5.821296691894531, 18978))
(300, (5.586421012878418, 18979))
(301, (5.356576442718506, 18980))
(302, (5.127553939819336, 15329))
(303, (4.939234733581543, 15330))
(304, (4.824120044708252, 15331))
(305, (4.700489044189453, 15331))
(306, (4.684200286865234, 15332))
(307, (4.700072765350342, 15333))
(308, (4.726278781890869, 15334))
(309, (4.781565189361572, 15335))
(310, (4.852116584777832, 15336))
(311, (4.780782222747803, 12323))
(312, (4.5771307945251465, 12324))
(313, (4.335266590118408, 12325))
(314, (4.1180596351623535, 12326))
(315, (4.00399112701416, 12327))
(316, (3.9505302906036377, 12328))
(317, (3.8050942420959473, 12329))
(318, (3.7033486366271973, 12330))
(319, (3.6123077869415283, 12331))
(320, (3.5041792392730713, 12332))
(321, (3.470501661300659, 12333))
(322, (3.389841318130493, 12334))
(323, (3.261890411376953, 12335))
(324, (3.2346394062042236, 12336))
(325, (3.1877903938293457, 12337))
(326, (3.2081620693206787, 12338))
(327, (3.171682834625244, 26874))
(328, (3.082130193710327, 26875))
(329, (3.024308204650879, 26876))
(330, (2.980973958969116, 26877))
(331, (2.95438814163208, 26878))
(332, (2.9364078044891357, 26879))
(333, (2.9227375984191895, 26880))
(334, (2.912140130996704, 26881))
(335, (2.9171648025512695, 26882))
(336, (2.9051647186279297, 26883))
(337, (2.900359869003296, 26884))
(338, (2.8772549629211426, 26885))
(339, (2.8913156986236572, 26886))
(340, (2.916449546813965, 26887))
(341, (2.8409011363983154, 26888))
(342, (2.689800500869751, 26889))
(343, (2.5918445587158203, 26890))
(344, (2.5413689613342285, 26891))
(345, (2.5041379928588867, 26892))
(346, (2.505720376968384, 26893))
(347, (2.5063648223876953, 26894))
(348, (2.469484567642212, 25773))
(349, (2.4448485374450684, 25774))
(350, (2.4292151927948, 25775))
(351, (2.4189345836639404, 25776))
(352, (2.4286091327667236, 25777))
(353, (2.408738851547241, 25777))
(354, (2.387977361679077, 25779))
(355, (2.415963649749756, 25780))
(356, (2.4476020336151123, 25781))
(357, (2.527557134628296, 25782))
(358, (2.550492525100708, 25783))
(359, (2.5445005893707275, 8863))
(360, (2.5075204372406006, 8864))
(361, (2.5037832260131836, 8865))
(362, (2.469839334487915, 8866))
(363, (2.4841928482055664, 8867))
(364, (2.5222384929656982, 29268))
(365, (2.4784228801727295, 29269))
(366, (2.470367670059204, 29270))
(367, (2.4226205348968506, 29271))
(368, (2.3996825218200684, 29272))
(369, (2.359063148498535, 29273))
(370, (2.3063111305236816, 29274))
(371, (2.30519700050354, 29275))
(372, (2.395162582397461, 29276))
(373, (2.584726333618164, 29277))
(374, (2.677996873855591, 29277))
(375, (2.791410446166992, 13823))
(376, (2.8294730186462402, 25800))
(377, (2.839266300201416, 25802))
(378, (2.894465923309326, 25803))
(379, (2.933784246444702, 25804))
(380, (2.8676724433898926, 25752))
(381, (2.814561367034912, 25752))
(382, (2.749528646469116, 25752))
(383, (2.691574811935425, 25752))
(384, (2.67659854888916, 25753))
(385, (2.7070648670196533, 25754))
(386, (2.7378060817718506, 25755))
(387, (2.7195732593536377, 8825))
(388, (2.6705615520477295, 8826))
(389, (2.6592395305633545, 8827))
(390, (2.6465001106262207, 8828))
(391, (2.6592819690704346, 8829))
(392, (2.59663724899292, 29216))
(393, (2.4209470748901367, 29216))
(394, (2.331644058227539, 29218))
(395, (2.264425039291382, 29218))
(396, (2.2407429218292236, 29220))
(397, (2.144672155380249, 29220))
(398, (2.1015586853027344, 29221))
(399, (2.057713031768799, 29222))
(400, (2.0494844913482666, 29223))
(401, (2.0894758701324463, 29224))
(402, (2.1773812770843506, 29225))
(403, (2.165771007537842, 16426))
(404, (2.142970561981201, 16427))
(405, (2.1160500049591064, 16428))
(406, (2.098902463912964, 16428))
(407, (2.1105613708496094, 16430))
(408, (2.14131236076355, 16431))
(409, (2.1405577659606934, 16432))
(410, (2.1487009525299072, 16432))
(411, (2.1865761280059814, 16433))
(412, (2.2575206756591797, 16435))
(413, (2.277616024017334, 16437))
(414, (2.2654802799224854, 32632))
(415, (2.285644054412842, 32633))
(416, (2.3268048763275146, 32634))
(417, (2.3569674491882324, 32635))
(418, (2.3856799602508545, 32636))
(419, (2.4978151321411133, 32637))
(420, (2.5656728744506836, 32638))
(421, (2.6132469177246094, 30073))
(422, (2.6345274448394775, 30074))
(423, (2.672555923461914, 30075))
(424, (2.70015549659729, 32644))
(425, (2.6967406272888184, 32644))
(426, (2.7256088256835938, 32645))
(427, (2.7839183807373047, 32646))
(428, (2.8331570625305176, 30080))
(429, (2.807173490524292, 30081))
(430, (2.822157859802246, 30082))
(431, (2.855426788330078, 30083))
(432, (2.911247730255127, 30084))
(433, (2.963822841644287, 30085))
(434, (3.0521817207336426, 30086))
(435, (3.138765573501587, 30087))
(436, (3.214611768722534, 30088))
(437, (3.2706899642944336, 18235))
(438, (3.2741780281066895, 18236))
(439, (3.3027164936065674, 18237))
(440, (3.3060877323150635, 18238))
(441, (3.3481605052948, 18239))
(442, (3.375257968902588, 18240))
(443, (3.397632360458374, 18241))
(444, (3.4902238845825195, 18242))
(445, (3.623991012573242, 18242))
(446, (3.7355144023895264, 18244))
(447, (3.8929643630981445, 18244))
(448, (4.025436878204346, 18245))
(449, (4.185195446014404, 18246))
(450, (4.377488613128662, 18247))
(451, (4.52789306640625, 18246))
(452, (4.533686637878418, 21877))
(453, (4.374016284942627, 21877))
(454, (4.243197917938232, 21878))
(455, (4.269752025604248, 21879))
(456, (4.335240364074707, 21880))
(457, (4.373794078826904, 21881))
(458, (4.39588737487793, 21882))
(459, (4.519307613372803, 21883))
(460, (4.630904197692871, 19217))
(461, (4.690457820892334, 19218))
(462, (4.7073235511779785, 31674))
(463, (4.662078380584717, 31675))
(464, (4.652797698974609, 31676))
(465, (4.499982833862305, 31677))
(466, (4.266211986541748, 31678))
(467, (4.123767375946045, 31679))
(468, (3.9504201412200928, 31680))
(469, (3.855571746826172, 31681))
(470, (3.7884128093719482, 20009))
(471, (3.601844549179077, 20010))
(472, (3.4952821731567383, 20011))
(473, (3.4891650676727295, 20012))
(474, (3.4640862941741943, 20013))
(475, (3.408982992172241, 20014))
(476, (3.3661441802978516, 20015))
(477, (3.138634443283081, 14764))
(478, (2.8789076805114746, 14765))
(479, (2.7737512588500977, 14765))
(480, (2.782641887664795, 14767))
(481, (2.7119991779327393, 14768))
(482, (2.609238624572754, 14768))
(483, (2.6041691303253174, 14769))
(484, (2.7380151748657227, 14770))
(485, (2.782130002975464, 14772))
(486, (2.757948398590088, 14773))
(487, (2.7750468254089355, 14774))
(488, (2.815338373184204, 14775))
(489, (2.920222043991089, 14776))
(490, (3.046947479248047, 14777))
(491, (3.145632266998291, 14778))
(492, (3.1911635398864746, 14779))
(493, (3.2428014278411865, 14780))
(494, (3.2683053016662598, 14781))
(495, (3.3068034648895264, 14782))
(496, (3.3304665088653564, 14783))
(497, (3.3567657470703125, 14784))
(498, (3.40289306640625, 14785))
(499, (3.446030855178833, 14786))
(500, (3.489173650741577, 14787))
(501, (3.552220106124878, 14788))
(502, (3.562532901763916, 14789))
(503, (3.621157646179199, 14790))
(504, (3.7252163887023926, 14791))
(505, (3.8014066219329834, 14792))
(506, (3.8899240493774414, 14793))
(507, (3.9795236587524414, 14794))
(508, (4.110060691833496, 14795))
(509, (4.217270374298096, 28343))
(510, (4.251930236816406, 28343))
(511, (4.327267169952393, 25573))
(512, (4.363544940948486, 25572))
(513, (4.326613903045654, 25573))
(514, (4.374516487121582, 25576))
(515, (4.394418716430664, 25577))
(516, (4.497013092041016, 25578))
(517, (4.642601013183594, 9638))
(518, (4.6889214515686035, 9639))
(519, (4.718054294586182, 9640))
(520, (4.73752498626709, 9641))
(521, (4.729130744934082, 9642))
(522, (4.747303009033203, 9643))
(523, (4.743587493896484, 9644))
(524, (4.751513481140137, 9645))
(525, (4.758241176605225, 9646))
(526, (4.79360294342041, 9647))
(527, (4.799671649932861, 9648))
(528, (4.7182841300964355, 9650))
(529, (4.702538967132568, 9651))
(530, (4.718307971954346, 9652))
(531, (4.683910369873047, 9653))
(532, (4.607276916503906, 9654))
(533, (4.613522529602051, 9654))
(534, (4.701244354248047, 23224))
(535, (4.591648578643799, 23225))
(536, (4.275662899017334, 23226))
(537, (4.078653812408447, 23227))
(538, (4.0907464027404785, 23227))
(539, (4.306807994842529, 23228))
(540, (4.459277629852295, 23229))
(541, (4.6971540451049805, 9664))
(542, (4.708666801452637, 9665))
(543, (4.704049587249756, 17173))
(544, (4.6594696044921875, 17174))
(545, (4.700422763824463, 17175))
(546, (4.84305477142334, 9669))
(547, (5.08707857131958, 9670))
(548, (5.331113338470459, 9671))
(549, (5.39482307434082, 27437))
(550, (5.49167537689209, 27438))
(551, (5.535463333129883, 27439))
(552, (5.583985328674316, 27440))
(553, (5.660674095153809, 27441))
(554, (5.8469319343566895, 27442))
(555, (5.90260124206543, 27443))
(556, (5.8946661949157715, 27444))
(557, (5.962504863739014, 27445))
(558, (5.974442005157471, 29494))
(559, (6.129135608673096, 29494))
(560, (6.299302101135254, 29496))
(561, (6.597350120544434, 29497))
(562, (6.835134506225586, 29426))
(563, (6.978775978088379, 29427))
(564, (7.074139595031738, 29427))
(565, (7.147014141082764, 29429))
(566, (7.2873969078063965, 29431))
(567, (7.2273173332214355, 3258))
(568, (6.986880779266357, 3259))
(569, (6.898938179016113, 3260))
(570, (6.909015655517578, 3261))
(571, (6.922525405883789, 3262))
(572, (6.952784538269043, 3263))
(573, (6.6981000900268555, 29438))
(574, (6.615428924560547, 29439))
(575, (6.688644886016846, 29440))
(576, (6.688652992248535, 29441))
(577, (6.71875, 22302))
(578, (6.667020320892334, 22302))
(579, (6.535985946655273, 31729))
(580, (6.344479560852051, 31730))
(581, (6.281702518463135, 4423))
(582, (6.044989109039307, 4425))
(583, (5.819335460662842, 4423))
(584, (5.677944660186768, 4424))
(585, (5.404086589813232, 20672))
(586, (5.054648399353027, 20673))
(587, (4.8741865158081055, 20674))
(588, (4.7114129066467285, 20675))
(589, (4.611033916473389, 20676))
(590, (4.4650468826293945, 20677))
(591, (4.3041486740112305, 20678))
(592, (4.2138471603393555, 20679))
(593, (4.178009986877441, 20680))
(594, (4.093026161193848, 4434))
(595, (3.9117698669433594, 4435))
(596, (3.853065013885498, 4436))
(597, (3.737353563308716, 4437))
(598, (3.6804990768432617, 4438))
(599, (3.6221764087677, 4439))
(600, (3.5940849781036377, 4440))
(601, (3.584275484085083, 4441))
(602, (3.577632427215576, 4442))
(603, (3.7111175060272217, 4443))
(604, (3.8420894145965576, 30312))
(605, (3.670405626296997, 30313))
(606, (3.5640199184417725, 30314))
(607, (3.542832851409912, 30315))
(608, (3.5564124584198, 30316))
(609, (3.5840342044830322, 30317))
(610, (3.615647554397583, 30318))
(611, (3.6955811977386475, 30319))
(612, (3.6620442867279053, 30320))
(613, (3.6851844787597656, 30321))
(614, (3.847076892852783, 30322))
(615, (3.953873872756958, 6599))
(616, (3.8635621070861816, 16897))
(617, (3.7883434295654297, 6600))
(618, (3.7206358909606934, 32373))
(619, (3.5896975994110107, 32374))
(620, (3.5302481651306152, 32375))
(621, (3.470881223678589, 32376))
(622, (3.414271593093872, 32377))
(623, (3.359506368637085, 32378))
(624, (3.301377058029175, 32379))
(625, (3.2423346042633057, 32380))
(626, (3.1892130374908447, 32382))
(627, (3.1349501609802246, 32382))
(628, (3.104343891143799, 32383))
(629, (3.016228675842285, 9306))
(630, (2.8965470790863037, 9306))
(631, (2.887491226196289, 9307))
(632, (2.9423575401306152, 9308))
(633, (3.037874698638916, 9309))
(634, (2.9650654792785645, 9310))
(635, (2.9805240631103516, 9311))
(636, (3.001706838607788, 9312))
(637, (3.1364858150482178, 9312))
(638, (3.3935530185699463, 32020))
(639, (3.3751838207244873, 32021))
(640, (3.311619758605957, 32022))
(641, (3.267590284347534, 32023))
(642, (3.228273868560791, 32024))
(643, (3.2412185668945312, 32025))
(644, (3.2418417930603027, 32026))
(645, (3.2343666553497314, 29613))
(646, (3.186124086380005, 29614))
(647, (3.1870219707489014, 29615))
(648, (3.2071456909179688, 29616))
(649, (3.2386908531188965, 29617))
(650, (3.378481149673462, 29618))
(651, (3.4782886505126953, 29619))
(652, (3.5094499588012695, 29620))
(653, (3.5221869945526123, 29621))
(654, (3.551297187805176, 29622))
(655, (3.5459659099578857, 29623))
(656, (3.5447771549224854, 29624))
(657, (3.543018102645874, 29625))
(658, (3.651689291000366, 29626))
(659, (3.687842607498169, 29627))
(660, (3.7380871772766113, 29628))
(661, (3.7949318885803223, 29629))
(662, (3.8596417903900146, 29630))
(663, (3.913494348526001, 31870))
(664, (3.8682894706726074, 31871))
(665, (3.888883590698242, 31872))
(666, (4.0404438972473145, 31873))
(667, (4.066417217254639, 31874))
(668, (4.107776165008545, 31875))
(669, (4.270660877227783, 31876))
(670, (4.3929643630981445, 31877))
(671, (4.548385143280029, 31878))
(672, (4.715784549713135, 31879))
(673, (4.8710761070251465, 31880))
(674, (5.024847030639648, 31881))
(675, (5.211326599121094, 31882))
(676, (5.357415676116943, 31883))
(677, (5.493821620941162, 29478))
(678, (5.581204414367676, 31885))
(679, (5.717673301696777, 31886))
(680, (5.84530782699585, 10699))
(681, (5.888796329498291, 10700))
(682, (6.047990798950195, 10700))
(683, (6.197182655334473, 10702))
(684, (6.3415207862854, 3574))
(685, (6.443256378173828, 3575))
(686, (6.579631805419922, 10704))
(687, (6.562516212463379, 10705))
(688, (6.5603790283203125, 10706))
(689, (6.5780792236328125, 10363))
(690, (6.5027570724487305, 10365))
(691, (6.450440883636475, 10365))
(692, (6.6242194175720215, 10366))
(693, (6.697503089904785, 6285))
(694, (6.447958469390869, 6286))
(695, (6.336270809173584, 6287))
(696, (6.180956840515137, 11017))
(697, (6.019320487976074, 11018))
(698, (5.94480562210083, 11019))
(699, (5.813655376434326, 11020))
(700, (5.681314468383789, 15748))
(701, (5.368381023406982, 15749))
(702, (5.160191535949707, 15750))
(703, (5.012963771820068, 15751))
(704, (4.945187568664551, 15752))
(705, (4.748169422149658, 18180))
(706, (4.496118545532227, 18182))
(707, (4.3523268699646, 18183))
(708, (4.195603370666504, 18184))
(709, (4.156457901000977, 18185))
(710, (4.2572340965271, 18186))
(711, (4.357255458831787, 18187))
(712, (4.568045139312744, 18188))
(713, (4.719706058502197, 20570))
(714, (4.867082595825195, 1096))
(715, (4.944199085235596, 1097))
(716, (4.984724998474121, 1098))
(717, (5.050001621246338, 1099))
(718, (5.141376495361328, 1100))
(719, (5.143457412719727, 21791))
(720, (5.1195597648620605, 21792))
(721, (5.068568706512451, 21793))
(722, (5.042196273803711, 21793))
(723, (5.052755355834961, 21793))
(724, (4.919081687927246, 21794))
(725, (4.911336421966553, 21795))
(726, (4.906688690185547, 21796))
(727, (4.936164855957031, 21797))
(728, (5.062015533447266, 21798))
(729, (5.342260837554932, 21799))
(730, (5.460799694061279, 20591))
(731, (5.532140254974365, 14545))
(732, (5.60789155960083, 14546))
(733, (5.668643474578857, 14547))
(734, (5.7013397216796875, 14548))
(735, (5.755707263946533, 14549))
(736, (5.789987087249756, 14550))
(737, (5.785478591918945, 11524))
(738, (5.738195896148682, 14552))
(739, (5.693646430969238, 11525))
(740, (5.672298431396484, 11526))
(741, (5.701430797576904, 11527))
(742, (5.743925094604492, 14556))
(743, (5.689202785491943, 14557))
(744, (5.726668834686279, 14558))
(745, (5.768009185791016, 14559))
(746, (5.738797187805176, 14560))
(747, (5.7380475997924805, 14561))
(748, (5.780957221984863, 14562))
(749, (5.815682888031006, 14563))
(750, (5.743238925933838, 14564))
(751, (5.558065891265869, 14565))
(752, (5.458418846130371, 14566))
(753, (5.409658432006836, 14568))
(754, (5.447309494018555, 14568))
(755, (5.502762794494629, 14570))
(756, (5.600111484527588, 14571))
(757, (5.6571760177612305, 14572))
(758, (5.752811908721924, 14573))
(759, (5.86448860168457, 14574))
(760, (6.016323566436768, 14575))
(761, (6.170371055603027, 14576))
(762, (6.362120151519775, 13279))
(763, (6.404685974121094, 13281))
(764, (6.325279712677002, 11128))
(765, (6.260562419891357, 11129))
(766, (6.146561145782471, 11129))
(767, (6.0831074714660645, 5665))
(768, (6.045440673828125, 5666))
(769, (6.02565860748291, 22234))
(770, (5.889871120452881, 22235))
(771, (5.792283535003662, 22235))
(772, (5.74594783782959, 22236))
(773, (5.731915473937988, 22237))
(774, (5.667000770568848, 22239))
(775, (5.512444496154785, 22239))
(776, (5.481256484985352, 22240))
(777, (5.43045711517334, 22241))
(778, (5.375433444976807, 22242))
(779, (5.272753715515137, 22243))
(780, (5.319786548614502, 22244))
(781, (5.333362579345703, 22245))
(782, (5.373360633850098, 22246))
(783, (5.421163558959961, 22247))
(784, (5.404168605804443, 22248))
(785, (5.37476921081543, 22250))
(786, (5.339113712310791, 22251))
(787, (5.316042900085449, 22252))
(788, (5.296388626098633, 9944))
(789, (5.065557479858398, 9945))
(790, (4.962438106536865, 9946))
(791, (4.9078521728515625, 9947))
(792, (4.884153842926025, 9948))
(793, (4.871829509735107, 9949))
(794, (5.029569625854492, 9950))
(795, (5.1154913902282715, 9950))
(796, (5.227114200592041, 9951))
(797, (5.239055156707764, 22262))
(798, (5.285441875457764, 22263))
(799, (5.446376323699951, 22263))
(800, (5.5154595375061035, 22265))
(801, (5.546701908111572, 9956))
(802, (5.481591701507568, 9957))
(803, (5.422182559967041, 9958))
(804, (5.362495422363281, 9959))
(805, (5.231678009033203, 21801))
(806, (4.914370536804199, 21802))
(807, (4.636636257171631, 21803))
(808, (4.431641101837158, 21804))
(809, (4.284191608428955, 21805))
